,Twit,Tag,Num,Nombre
2657,"Hola @LoreDiGeso @MarceloMarmolDM #sintoniacontinental Muy buenas noches.!!! 
Ituzaingó (https://t.co/i2cBXX2j8b.) Sin Lluvias aún... https://t.co/dyiLGbXoya",0,2159,Melissa
2658,@Rebebortoletto Uuuh que feo Rebe..por Artigas estamos sin luz desde anoche x la tormenta.,0,98587,Melissa
2659,"Yo amo a mi perra pero que boluda que es. Tiene todo el quincho para estar bien y seca cuando llueve, pero no ella prefiere estar afuera mojándose. A quien saliste lunita?",0,107761,Melissa
2660,#ClimaCordoba Temperatura: 18 ºC - Tormentas - Sensación Térmica: 18 °C - Humedad: 77 % - Viento: 18 km/h Suroeste - Datos de Hora: 20:46:00 #Clima #Córdoba #Tiempo,0,61912,Melissa
2661,Dormir con lluvia que relajante es 💆,0,37072,Melissa
2662,Te amo lluvia pero listo ya está 😌,1,26457,Melissa
2663,Si llueve el 31 me acuesto a dormir COOORRRTTTTAAAA,0,108946,Melissa
2664,"Mi sobrino me pide que le haga milanesas de ""la vaca loca""... Rayos muchachito",0,41359,Melissa
2665,Llueve😳😳😳,1,50222,Melissa
2666,Tweet de apreciación a coger con el ruido a lluvia de fondo,0,28752,Melissa
2667,Mi hija ni enterada de la tormenta jaa,1,94452,Melissa
2668,El clima resolvió mí dilema...llueve con granizo...nos quedamos adentro nomás!!!,1,98559,Melissa
2669,Estamos todos viendo #RealMadrid vs #Rayo ?,0,88322,Melissa
2670,me dan mucho miedo las tormentas eléctricas lpm,0,100944,Melissa
2671,"Vos, el vino con soda de barufa, la lluvia y la motomel.. todo lo que necesito..",0,12153,Melissa
2672,ni dormir me deja la lluvia,0,40932,Melissa
2673,"voy a hacer como asado de faso y por la mínima boludez voy a manguear guita, como por ejemplo ahora que tengo el frente de mi casa todo inundado y no puedo salir a la casa de mi amigo, depositenme 40 lucas así puedo pagar el alquiler",0,7591,Melissa
2674,Voy a dormir todo el día pero con una buena tormenta sería mucho mejor 😍,0,67104,Melissa
2675,Lluvia y aire fresco ! Combinación perfecta ❤️😍,1,77068,Melissa
2676,"#VillaMaria 05:00 hs | Temp 16.6°C Min=16.6°C (04:09) Max=20.2°C (00:00) | Hum.74 | Viento 8.6 km/h E, Pres.997.0 hpa Lluvia   0.0 mm",0,61773,Melissa
2677,Qué haces que no estás viendo la lluvia de estrellas conmigo?😒,0,80771,Melissa
2678,que linda lluvia ❤️,1,90342,Melissa
2679,Porque no llueve de una puta vez,0,73899,Melissa
2680,Menos mal que hoy no fue este pibe porque por la lluvia llegue empapada y mi pelo con la humedad estaba asqueroso,1,105729,Melissa
2681,La plazo con los rayos😍,0,28661,Melissa
2682,Juro que le tengo miedo a los truenos del ojete.😤,0,105566,Melissa
2683,"¡Buen día! Tenemos cielo cubierto y pronóstico de lluvias y tormentas al menos hasta el domingo.
Un día como hoy de 1945, se creó el Fondo Monetario Internacional.
Hace 2 años, el 27 de diciembre de 2016, murió la actriz... https://t.co/GhM8DsIDA8",0,96734,Melissa
2684,"Que mas feo que tener el auto limpio, con nafta y guardado por la lluvia 👎",1,6444,Melissa
2685,"Quería lluvia ni viento fuertes jaja 
Puta tierra en los ojos! 😧😅😂",1,82142,Melissa
2686,A La Bosta Todo Eso De La Lluvia De Estrella,0,74292,Melissa
2687,Se busca acompañante para ver la lluvia de estrellasss🙌 ahre,0,63551,Melissa
2688,Así 😍 con esta lluvia,1,9245,Melissa
2689,@serenxbrey jkajaka rayos me descubriste xd,0,61878,Melissa
2690,Posta tengo que estar sola con esta lluvia? Con la suerte que manejo seguro que se me corta la luz,1,78143,Melissa
2691,"Datos actuales en #SantaFe
Barrio Sgto. Cabral:
T: 19.9°C
H: 53%
ST: 19.9°C
P: 1004.8hpa
Lluvia hoy: 0.0mm",0,61991,Melissa
2692,@Nikochittoo Siempre hay que esperar y disfrutar de la calma después de la tormenta. A no bajar los brazos hermano,0,39291,Melissa
2693,Pensando en con quién puedo ver la lluvia de estrellas esta noche desde mí techo,0,77938,Melissa
2694,"Sabes bien que yoo.. Yo te salvé de mil tormentas. Pueden ser mas, perdí la cuenta 🎶",0,109698,Melissa
2695,"Que lástima el tiempo, pero la lluvia de estrellas fue lo mejor que viví en estos últimos días😍",0,72845,Melissa
2696,lluvia yo te invoco,0,78591,Melissa
2697,Dos pelotudos que salieron a comprar escabio terminaron en la iglesia por la lluvia. Igual no nos mojamos mucho @MartinMinetti00,0,81467,Melissa
2698,@macaberrone1 Vení a dormir la siesta conmigo y con esta lluvia ❤❤❤❤❤,0,13333,Melissa
2699,Qué rico dormir con lluvia,1,12081,Melissa
2700,"Y con esta lluvia, yo que vossssss https://t.co/gLY4oliXO9",0,41795,Melissa
2701,"Wind Gurú y la concha de tu madre, dónde está mí prometida lluvia?",1,80286,Melissa
2702,Y la lluvia para que fue?? Para más humedad?,1,70602,Melissa
2703,@BarloaNicolas Anda a dormir con esta lluvia mejor che,1,94609,Melissa
2704,pa ke corren si adelante tmb llueve,0,16002,Melissa
2705,@Nestorgrindetti Replanteen el podado y forestación. No esperen que haya una tormenta para alertar.,0,99134,Melissa
2706,"VIDEO : “Si nos tira a la costa, fuimos”: un video desde el tornado que azotó Santa Fe https://t.co/ZBW1qNVehv vía @rosariotres",1,19648,Melissa
2707,"Tormenta de mierda que me despertó, igual que triste no estar acompañado en este momento 🙁",1,100482,Melissa
2708,la lluvia borra la maldad y lava todas las heridas de tu alma https://t.co/FtdcG50VgK,0,20518,Melissa
2709,Unas ganas de lavar la moto pero se que mañana llueve y va a ser RECONTRA ALPEDO,0,64261,Melissa
2710,Piedras tienen que caer la re concha de tu hermana PIEDRAS ya demasiado con la lluvia loco,1,67620,Melissa
2711,Saben cuando voy a amar estos días de lluvia? Cuando use un medio de transporte que no sea el colectivo.,1,29093,Melissa
2712,Me ha secao la lluvia,0,62768,Melissa
2713,En la noche me levanté y tuve miedo porque no me gustan los rayos así que estuve 2 horas así hasta que paró https://t.co/KFje4vZmhs,0,2204,Melissa
2714,Ojala puedas sacar un par de fotos a la lluvia de estrellas,0,81144,Melissa
2715,Tormenta eléctrica justo HOY?,1,77843,Melissa
2716,Se llama calma y me tomo varias tormentas conseguirla 👌🏻,0,46320,Melissa
2717,"Alguien más está disfrutando de la lluvia. 
#Rosario  ♥️ https://t.co/UrBfPTqkx6",0,24624,Melissa
2718,Basta de lluvia señor.,1,94323,Melissa
2719,Si llueve no se asusten es porque estoy limpiando mi pieza,0,105183,Melissa
2720,Que lluvia del ogt,1,4862,Melissa
2721,Mañana iba a ir al médico pero con esta lluvia me parece que prefiero dormir toda la mañana 🙆,1,87410,Melissa
2722,tormenta de mierda no me cagues la noche que me la quiero dar en la pera con ese bombonazo!,0,103419,Melissa
2723,adivinen quien se va a mojar como todos los días que llueve a las 5pm y hay que salir del work,0,58848,Melissa
2724,https://t.co/N39huvjhtk,0,58859,Melissa
2725,se viene tormenta choro pero con la bronca que tengo se sale a escabiar igual,0,6356,Melissa
2726,Basta de lluvia 😫,1,17279,Melissa
2727,"@Seleepietrani De nada rayo Pietrani, espero que ahora que te dijeron que es mentira porfa estés más tranquila",0,38114,Melissa
2728,"@ManeGomeez 😯, rayos, las mismas características..",0,63749,Melissa
2729,Cada tormenta nos hace un poco mejores,0,82963,Melissa
2730,@mododiablou Puse tornado en algún lado?,0,19491,Melissa
2731,"Todo el mundo quiere felicidad sin dolor, pero no se puede tener un arcoiris sin un poco de lluvia.. https://t.co/58fFr5UTmB",0,83452,Melissa
2732,Llueve como si haria meses que no cae una gota! Lpm!,1,46945,Melissa
2733,Ya fue la lluvia en un tiro,0,31694,Melissa
2734,"que suerte, a mi ni ganas de estudiar me dan los días de lluvia, al contrario, me encierro a ver películas https://t.co/sVgp8PLIcN",0,30404,Melissa
2735,"Escondida bajo la lluvia
Para que el #Lunes 
No me note...

#BuenaSemana https://t.co/cniSFp506x",0,85825,Melissa
2736,"Odio los dias de lluvia cuando trabajo,me secan la mente",1,91286,Melissa
2737,"Día 2 de lluvia, todavía no puedo levantarme de la cama, sobreviviendo a mates",1,52118,Melissa
2738,Que linda siesta con lluvia 😍😍,1,44862,Melissa
2739,Que mentira mas grande la lluvia de estrellas,0,87640,Melissa
2740,Lluvia la puta que te re mil pario.,1,8607,Melissa
2741,Es linda la lluvia!!! pero no es linda  cuando tenés que ir a trabajar 😖 https://t.co/2QckFh8E3q,0,51615,Melissa
2742,send alguien para ver la tormenta,0,72863,Melissa
2743,"Hoy aqui esta nublado no sabes como te extraño, parece que llueve dentro de mi pareciera que son años, todo el tiempo que ha pasado yo te escucho aun y no se, si algún día cariño vendras a mi...",0,15563,Melissa
2744,"Llueve a cagarse y va una mina caminando con piloto, botas de goma y paraguas boludeando de techo en techo ""para no mojarse"" y yo atrás sin paraguas tratando de esquivar como un pelotudo. Entró al laburo y me dicen ""te mojaste?"". Después no quieren que arranque con cara de orto https://t.co/abKk4EHkF3",0,71028,Melissa
2745,Que linda lluvia,1,63652,Melissa
2746,@florgribaudo2 Llueve mucho,0,105198,Melissa
2747,Nada más lindo que dormir con lluvia😍,1,31963,Melissa
2748,ME VA A DAR UN PARO SI SIGUEN TANTOS TRUENOS,1,14984,Melissa
2749,Atr mañana en la cena con mi compañero el rayo Jajajajajaja,0,78748,Melissa
2750,Hasta cuándo con la lluvia?,1,51851,Melissa
2751,Que hermosa lluvia 😍,1,15343,Melissa
2752,"Limaste chabón, con la lluvia que hay querés que me quede allá afuera",1,25515,Melissa
2753,"Perdon chicos, la lluvia es por mi culpa",0,46147,Melissa
2754,Porque no vemos la tormenta abrazados?,0,101496,Melissa
2755,#ElDoceYVos Vecinos de Villa Warcalde aislados tras el fuerte temporal que azotó Córdoba &gt;&gt; https://t.co/p5GQ9Aftlu https://t.co/gCA5SI8fj6,0,20443,Melissa
2756,"El año arrancó a pleno sol, pero con pronóstico de lluvias hacia la tarde.
Más información ➡️ https://t.co/NSwzQOGnUP https://t.co/miF6vBeUW3",0,108067,Melissa
2757,Caen dos (2); gotas de lluvia y @ArnetOnline deja de funcionar y cuando no llueve igual funciona mal. Que hay que hacer??? Yo mientras sigo pagando y tengo ganas de aplicarme un torniquete en el cuello con el cable del módem..,0,109416,Melissa
2758,Estoy por dormir con lluvia y abrazada A Mi ichuloski y a la tina 🤩 que mas puedo pedir?,1,94333,Melissa
2759,"@lacapital Que deje de llorar el gauchito ese,xq no cuenta cuando hacen la diferencia en los buenos ""tiempos"",sino le cambio el trabajo y voy yo al campo,y el que venga arriba de un barco,con lluvia y vientos de mas de 40km...aca en el paraná nomas,no te digo que vaya a la pesca,en el sur",0,20039,Melissa
2760,"Huinca Renanco. Tormenta con fuertes vientos provocó daños con diez casas afectadas, caída de árboles y tendido eléctrico. Gob Pcial desde M de Gobierno y M de Desarrollo Social trabajando con  Municipio y Bomberos para dar una rápida respuesta a la población.",1,86590,Melissa
2761,Vine a la escuela con toda la tormenta jajajajaja igual es mejor que estar en mi casa,1,45305,Melissa
2762,"... la lluvia de fondo, auriculares y este tema 💫💤 https://t.co/STNzJQyquR",0,74980,Melissa
2763,Nose como voy a hacer para ir a mi casa con esta lluvia 🙄,1,1482,Melissa
2764,"Lo que fue leer ese tw, en la lluvia escuchando temas de Dread Mar Y, no saben lo mierda que se me hizo el corazón y el nudo que se me hizo en la garganta ni hablar. HORRIBLE!! OJALÁ NUNCA LES PASE.",0,35537,Melissa
2765,"Faltan dos días para la lluvia de estrellas esa y tdv no consigo compañía, casa de sol ahí tee voy",0,67827,Melissa
2766,"wacho hace 2o min llegué al club y ya 2 guardias me cagaron a pedo, 1 por no traer el carnet pero igual me dejaron pasar y 2 por pasar por un lado donde había una cinta de no pasar pq está inundado y weno pase igual xd",0,103580,Melissa
2767,"Se largó estando en lobbies y volvimos abajo de la LLUVIA, La mejor secuencia de mi VIDA lejos",1,101420,Melissa
2768,Cosa linda y ver el cielo mientras llueve 😍😍,1,15278,Melissa
2769,me encanta la lluvia y todo pero ver tanta gente que la está pasando como el orto me estaría doliendo que llueva tanto,1,27262,Melissa
2770,Va ir al colegio con esta lluvia,1,29491,Melissa
2771,Cocinando con 3 papás y una zanahorias. Rayos!,0,45915,Melissa
2772,"Yo digo que esta para besarnos abajo de la lluvia

no se pensalo.",0,26410,Melissa
2773,Con esta lluvia vienen todos a mi casa? Chicos en serio no tienen casa ustedes? Los voy a correr vienen todos los días a comerme toda la comida y yo trabajo temprano.,1,84338,Melissa
2774,"12h ClimaRafaela: Temp. 33.1 °C, Hum. 43 %, Bar. 1001.7 mbar, Lluvia 0 mm, Viento 5.4 km/h E #Weathercloud",0,64315,Melissa
2775,Esta para dormir acompañada con esta lluvia. Lástima que no tengo a nadie,1,13057,Melissa
2776,Salieron en moto a comprar facturas y se largó la lluvia con todo jajajajajajaja lpm,1,39775,Melissa
2777,"dormir con lluvia, el sonidoooooooo 😍❤️❤️❤️❤️❤️❤️❤️",1,97286,Melissa
2778,Querían lluvia de estrellas 👇,0,74330,Melissa
2779,Esta tarde en Tren Urbano @GuilleBeckmann Pte. Sociedad de quinteros. Situación después de las lluvias. Escuchalo por https://t.co/xOSwpGJbe0 o por la 100.9mhz Mensajes al 342-462-6626 https://t.co/ir8PFb2BeP,0,57891,Melissa
2780,Cuando llueve en tus vacaciones y solo tomas Caipirinha... https://t.co/U9m2ntfdmi,0,105181,Melissa
2781,"8h ClimaRafaela: Temp. 20.8 °C, Hum. 69 %, Bar. 999.9 mbar, Lluvia 0 mm, Viento 9.4 km/h E #Weathercloud",0,160,Melissa
2782,#TopRaceEnLaPlata El Top Race debió suspender toda su actividad por la gran cantidad de lluvia https://t.co/kLkkqSZb4b,0,8518,Melissa
2783,A las 15:59 seguro diluvia con granizo,0,950,Melissa
2784,Linda lluvia pero entro a las 5 así que no jodas,0,79890,Melissa
2785,Que linda tormenta lpm😍,1,72225,Melissa
2786,Con o sin lluvia de entrena igual,0,85029,Melissa
2787,@MeteoFedex vuelven los 35 grados y tormentas martes miércoles,0,62349,Melissa
2788,Hace literalmente 24 horas exactas que estaba debajo de ésta lluvia esperando el colectivo para irme a trabajar. Ahora estoy en mi cama tomando un té. 💆🏽‍♀️👏🏽,0,30863,Melissa
2789,"Que pasarela con la Dayana sin sentimientos? Rayos mcqueen, que vuelva",0,47802,Melissa
2790,La lluvia de estrellas es una estafa,0,88663,Melissa
2791,odio las tormentas y más viviendo sola lpm,1,75549,Melissa
2792,El día que me decido a pintar los muebles llueve,0,17970,Melissa
2793,Cortame la lluvia lpm,1,40644,Melissa
2794,"esta lluvia de mierda no quiere parar, los bosteros... que no paran de llorar",0,28395,Melissa
2795,https://t.co/orVy6X2GnR Circular con mucha precausion por fuertes lluvias y rafagas de viento.,0,101221,Melissa
2796,"- TORMENTAS FUERTES -

Zonas: Centro y norte de la provincia de Buenos Aires, Centro y sur de Córdoba, Sur de Entre Ríos, Centro y norte de La Pampa, Este de Mendoza, San Luis, Sur de Santa Fe, Ciudad Autónoma de Buenos Aires. Río de la Plata.",1,65411,Melissa
2797,@Ticiana13590240 Esta todo inundado ni pienso ensuciarme jajaja,0,30084,Melissa
2798,Algo más que se arruine en este finde? LLUVIA DE MIERDA,1,8263,Melissa
2799,@DayiiGallardo @SolFontana_ era por la lluvia torrencial que se largo jajaja,1,17125,Melissa
2800,#tormentas en #Pergamino @SMN_Argentina muchos rayos! https://t.co/msZdAY8qm1,0,80253,Melissa
2801,"@AgustinaRivarol Que lluvia?,, la que no pasó por eso no pudiste usar tu paraguas ? jaj",0,36996,Melissa
2802,Mi mamá me dejó sola y con estos truenos estoy al borde del llanto,1,73094,Melissa
2803,"Pobre Sasha, con el miedo que me tiene a las tormentas 🙁",0,65783,Melissa
2804,Con la tormenta que se viene se re presta para dormir acompañado,1,57463,Melissa
2805,1 min mas y me agarraba la lluvia 😅,0,99684,Melissa
2806,"Nuestra solidaridad con la gente de Mina Clavero y las zonas afectadas por la gran tormenta de ayer. El río salió de su cauce y cruzó la ciudad. Hasta 4 metros de agua en algunas zonas. Llegó hasta el techo de algunos negocios, arrastró autos y demás. 
😢 https://t.co/5pV0tS8vxM",0,105415,Melissa
2807,#Atención - Se anuncian varios días con lluvias y tormentas con importantes acumulados de agua https://t.co/ZPGwUT5SP6,0,10957,Melissa
2808,TREMENDA TORMENTA SE VIENE,1,101663,Melissa
2809,Posta siendo de la emilia vas a pagar una entrada de $500 para ir al prado que encima si llueve terminas en un club de jubilados?,0,105618,Melissa
2810,@SMN_Argentina el tornado 🌪 de Santa Fe se disolvió ? O sigue rodando ?,1,21946,Melissa
2811,Es joda que dan lluvia toda la semana?,1,66075,Melissa
2812,Chomaso dormir solo con la tormenta que se viene jajaj,0,76991,Melissa
2813,Si llueve es porque anoche calcule bien la cant de arroz,0,30811,Melissa
2814,Estoy viendo los rayos y la lluvia desde el 15 piso ,0,100828,Melissa
2815,Arrugó la lluvia,0,24645,Melissa
2816,@toledopau_ @misguiedghost Si llueve es porque vos mufaste,0,10252,Melissa
2817,@gmjvil @elnegrochicho Uh! Acá dan tormentas al mediodía. 😬,1,43238,Melissa
2818,Linda lluvia para que estar así 👪💏❤,1,84714,Melissa
2819,"Bueno me vino a buscar mi novio en el medio de la tormenta y no solo se me voló y rompió el paraguas sino que también me re cague mojando de pies a cabeza, casi me caigo y le moje todo el auto. Cuando entre estaba tentado jajajajaja x suerte fue una linda noche❤",1,71627,Melissa
2820,@antonellamans_ Ya presentía la lluvia,0,49906,Melissa
2821,"""Impresionante tornado de fuego emerge en California""  https://t.co/482SyKXWQ0",0,11009,Melissa
2822,Hermoso dormir con lluvia,1,69208,Melissa
2823,Creo que mufe la lluvia pq ya paró,1,104402,Melissa
2824,Buenas noches #SantaFe 🌛. Para este viernes se pronostican lluvias y tormentas ⛈ por la mañana y nubosidad variable 🌤 hacia la tarde y noche. La temperatura mínima será de 22ºC y la máxima de 29ºC // @SMN_Argentina,0,71049,Melissa
2825,que linda es la lluvia 😻,1,65859,Melissa
2826,Ta linda la neumonía que me agarré por jugar con lluvia,0,12779,Melissa
