msj_ort;TAG
lluvia  medio nada  con \u2661 hermoso momento favor \U0001f60d \U0001f60d \U0001f60d ;1
buen dia    \U0001f596 \U0001f44b parece viene tormenta    ;1
tenes ser hijo yuta pedir delivery con lluvia hay  ;1
con loli nos vinimos abajo lluvia hablando todo como amo negra mejor tengo \U0001f60d \u2764 ;1
dormir con lluvia    mis placeres preferidos ;1
es realmente bello sentir lluvia viento  \U0001f343 \u2661 ;0
que lindo seria tener alguien dormir con hermosa tormenta ;1
quien quiere jugar futbol con tormenta  ;1
ah no encima llueve  algo mas lindo no  ;1
justo hoy llueve podes creer yo no ;1
llegue justo casa  lluvia mier      \u2639  \U0001f494 ;1
 ya paro igual  hasta seco lluvia  no hagas mas promesas nos perjudican todos  \U0001f602 ;1
llueve mas adentro cole afuera ;1
tenia pensado meterle mano mercedes hoy pero con lluvia  \U0001f620 ;1
 pa lluvia con rempalagos  \U0001f602 ;1
 si no voy poner banda  yo  con tormenta  jugando tom ;0
bendita lluvia  amo hasta fin nuestras vidas  ;0
bendita sea lluvia refresco ciudad infierno  grax tanto  \U0001f60d ;1
las lluvias san luis seguirian hasta mediados semana  via  ;0
 vida no vas poder evitar nudos  secreto saber haces con ellos  donde colocas sentido das  traves nudos vamos tejiendo vida    lluvia sabe porque  \U0001f64c \U0001f3fb ;0
justo hoy duermo sola hay tormenta man bronca ;1
 cayeron par rayos mañana nada prendio fuego todo  \U0001f937 \U0001f3fc \u200d \u2642  ;1
 esto eze haya comprado tornado  asusta poco  ;0
lluvia \u2665  ;1
me cago lluvia ;1
no veo horas largue buena lluvia  ;1
quiero ver lluvia estrellas aaaaa hermoso \U0001f60d ;0
ahora si lluvia  ya acoste asique cuando quieras largate nomas asi puedo dormir escuchandote  \U0001f60d ;1
no si no siento afuera esperar lluvia estrellas ;0
con lluvia dormir dos  \U0001f60f ;1
lo mas gusta verano tormentas electricas ;0
encima llueve escucha ruido chapa  lt   ;1
me habia olvidado era corte luz con tormenta   ;1
 creo relampagos no hacen ruido ;0
al fin voy pasar cumpleaños sin lluvia  \U0001f64c \U0001f3fb  ;1
el horno chileno papa mejor pudo comprar  hay lluvia sale asado igual  \U0001f60d \U0001f44f ;1
 tampoco fue terrible tormenta electrica  ;0
esta lluvia mierda no quiere parar ;1
como ya cansando lluvia orto \U0001f629 \U0001f629 ;1
no digo si gordo pelado no podes ser picante pero tipo falta lluvia papas ser panchazo ;0
hay salir con botas  lluvia si no quieren mojarse pies  hay muchas esquinas completamente anegadas  producto acumulacion hojas basura bloquean bocacalles  coinciden ambos  moviles  ;1
la lluvia especial dormir mirar tv   equivoco  \U0001f643 ;0
fua lluvia amigo lindo voy dormir ;1
todos años cada vez empieza colectividades  llueve  maldicion gitana sigue intacta  ;0
bueeno estos dias estan pasando cosas buenas  seguro ya breve cae rayo ;0
  hola facundo  quedese tranquilo   gracias aporte  venimos siguiendo con radares tormenta todavia no llega cordoba  ;0
se busca novio guste juntarse dias lluvia ver vikings ;0
q lindo empezar año con dia con lluvia ;1
alguien quiera ir conmigo    costanera noche ver lluvia estrellas \U0001f64f \U0001f3fc ;0
se nublo cielo    ahi tenes lluvia estrellas \U0001f602 \U0001f602 ;1
y si largas con toda lluvia  \U0001f327 ;1
llueve estoy lokaaaa ;1
 tormenta ayer santa fe  ;1
porque todo sale mal  porque mejor no cae rayo   \U0001f64f ;0
retweet fratos kranco suerte rayos no quemen nada  ;0
  proxima tormenta  dame auto  vemos ;0
tremendo trueno escucho recien ;1
que horrible tormenta loco  volando todo mierda  ;1
culiau no llueve mas hagan volver esa luz ;1
gran tormenta hubo parana  hs madrugada      ;1
 cordoba   asistencia concreta varias localidades afectadas tormenta noche sabado causo importantes daños   ;0
 llueve ;1
estoy toda congestionada peor hoy si llueve voy estar peor mañana vieja mata ;0
avisos corto plazo tormentas fuertes con lluvias intensas rafagas  zonas  santa fe  castellanos   san martin  fecha emision                  hs validez hasta  tres     horas posteriores emision  fuente  ;0
 gracias ee  \U0001f44d \U0001f44d aca llueve ;1
es fin mundo truenos nomas  ;1
 lluvia afano    jejeje  ;0
tremenda tormenta wacho  estoy cagando mojando ventana ducha ;1
cago todo lluvia ;1
 ;0
todo mortal con tormentas pero odio estar sin luz  \U0001f624 ;1
 no va hacer si llueve bro \U0001f602 \U0001f937 \U0001f3fb \u200d \u2640  ;0
acostarme terraza escuchando drexler viendo como viene tormenta  quiero parar mundo quedarme aca siempre ;1
 laplata  inundada vez mas  inundaciones  lluvias  lluviaenlaplata  ;1
nunca va bien sorteos vez si gano entradas fiesta practicamente nadie puede quiere encima cae mundo lluvia hay  nunca sean yo ;1
[lluvias] acumuladas semana  \U0001f5d3  \U0001f327    somosinformacion  redestacionesmeteorologicas  ;0
se va suspender jodita lluvia breve ;1
para miercoles anunciado lluvia  capaz voy mas temprano meto cine  \U0001f914 \U0001f914 ;0
quisiera poder decir con lluvia estaria cucharear con toda noche pero lamentablemente no tengo creo mejor cucharear con almohada  \U0001f602 \U0001f602 \U0001f602 ;1
lluvia concha hermana  tenias seguir ;1
la lluvia estrellas ahogo con lluvia  \U0001f602 ;1
estoy acostado con perra  llueve  pinto pedo melancolico pido perdon no haberla encontrado antes cuidarla calle  tambien pido perdon todos perritos estan calle cuando llueve  sufren maltratos  etc  perdon no poder ayudarlos todos  voy llorar ;1
que besho como ilumina todo con rayos  \U0001f62c ;1
los perros normales tienen miedo truenos  cambio mias torean ;0
encima llueve ;1
estan mas asustado choros tormenta barrio  ;0
lo unico espero no desciendan trueno cacha stuart  gusto klan mks bajan dani repechaje promocion  ;0
alta siesta sale con tormenta ;1
logre dormirme  desperto tormenta  logro no volvio repetirse  \U0001f644 ;1
 donde lluvia estrellas   \U0001f494 \U0001f622 \U0001f622 \U0001f622 \U0001f622 ;0
dia descanso calor   ahora lluvia     ;1
noche amigos cine con carlos pairetti trueno naranja arrecifes  ;0
que linda lluvia pa darno beso ;1
un tornado arraso ciudad jardin primitivo   ;0
que hermosos dias lluvia amoorrr \U0001f60d ;0
ojala no suspendan ndt lluvia orto porque agarra acv ;1
se largo lluvia perriiis      lt   ;1
ja si no vienen chicas mama va con tormenta no quien va estar mas cagado si perro yo ;1
  hay medicamentos pami sacaron   tengo padres jubilados  lluvia empresas cuando llegan  gram mentira todo    metro bus no come gente  sin laburo no pueden dar pedazo asfalto comer hijos \U0001f609 \U0001f610 \U0001f44d canse   mentira bye \U0001f609 \U0001f610 ;0
veni dormir conmigo dan miedo truenos enviar   ;0
no hay nada mas lindo irse dormir  con lluvia   ;0
lo llueve no tiene nombre  anticipo sera dia  si  ya levante llorando  ;1
 sisi xd claro ahre  cuando pasen banda años pase vuelta lluvia estrellas avisame xd  ;0
la tormenta viene \U0001f495 ;1
diganme no unica no puede dormir cagada tormenta ;1
estan cayendo tremendos rayos yo estoy agarrar bici ir entrenar  quizas no sea mejor idea \U0001f914 ;1
increible como siempre trueno  \U0001f44f \U0001f44f \U0001f44f  ;0
soy yo yendo con hipo pieza mama cuando llueve    años queden vida  ;0
 cordobaar sabado      \U0001f53b   c  \U0001f53a   c  \u26c8 mañana  lluvias tormentas  \U0001f325 tarde noche  nubosidad variable  ;1
dormir con lluvia  \U0001f60d ;1
 pasa mañana  pero dan lluvia todo dia tambien    ;1
justo hoy era dia libre podia tomar sol sin culpa llueve gracias mundo ;1
diciembre con lluvia frio    atendeme cambio climatico donald trump ;0
san jorge             hs desde atras circuito c   san jorge  mirando sur  asi venia tormenta anoche    mayor produccion fotos rayos centellas hasta momento \u2026  ;1
la lluvia \u2764  ;0
habra lluvia estrellas  ;0
llueve con sol   \U0001f914 estaran pagando tramposos    ;1
llueve monton yo aqui viendo videos  calleypoche diganle esas fans dejen hacer creaciones tan lindas    tan lindas juntas  yo siendo limon estruja corazon hielo  ya mañana trabajo  basta  ;1
absolutamente toda cordoba inundo pocos minutos con sola lluvia    no mas  ;1
con lluvia cojer sacarse mal humor  ;1
estas tormentas estar acostada cama todo bien  ;1
mm linda tormenta viene ;1
jueves caluroso cordoba  lluvias volveran con fuerza fin semana   ;1
imaginate jugar semifinal con lluvia  mabel ansiedad manejo bajenme palazo ;0
amo lluvia lpm ;0
 pense era unica gustaban tormentas  \U0001f60d ;0
desde llegue bs as lluvia lluvia nada mas ;1
 bajon sea adentro seguro llueve   \U0001f602 ;0
aaaaaaaa amo lluvia ;1
hoy mañana todos dijimos uuuh altos truenos loco estaba soleado recien entero hubieron dos explosiones uno nunca aburre cordoba ;0
un fiat     gano batalla lluvia saco agua bmw  via  ;0
sabado gris con baja probabilidad lluvia ciudad  ;0
colectivo       dia lluvia  llueve mas adentro colectivo afuera    gestionmestre  negocio hiciste papa juju ;1
truenos relampagos villa carlos paz    \u2614especial dormir  feliz noche  ;1
 anda si no llueve  ;0
culiauuuuuuu ola llueve poco ;1
pero amo lluvia igual  solo falta alguien dormir solo  \U0001f623 ;0
estas tormentas hacen querer tener cierta persona lado tuyo  ahi abrazarte cada vez trueno rompe silencio  ahi acostarte sobre pecho escuchar sonido corazon aun mas fuerte caotico temporal hay afuera  ;1
fuerte tormenta  villademerlo  traslasierra provoca crecida arroyos  cortes ruta derrumbes  sierrasdeloscomechingones   ;1
no quiero meter disfraz orto lluvia puta ;1
que lindo sonido truenos   \u26c8  \U0001f329  ;1
con hermosa lluvia siesta dormiria con vosss ;1
claro ahora llueve  pero      hs ni gota  \U0001f595 \U0001f3fb ;1
que oportuna lluvia  \U0001f644 \U0001f611 ;1
si cuestion confesar   domingo lluvia tengo escuchar shakira  no hay explicacion logica  ;0
buenas noches fandom  llueve favor game over tayyar  karaparaask ;1
hola  si nos dejamos joder venis dormir conmigo con lluvia  enviar ;1
vi venia tormenta puta madre tuve levantar cerrar todo \U0001f611 ;1
aaa linda lluvia  \U0001f498 ;1
 tormenta  barrio villa parque aguado      ;1
lluvia hsa finn ;1
pero hermoso rayo cayo  \U0001f92f ;1
dinodann  viste como llueve  dinodann  cucharear con tio ;0
feo ir   media facultad  con lluvia ;1
lo fue volver gym con lluvia  \U0001f606 ;1
 \u26a0atencion conductores \u26a0  \U0001f327  \u27a1continua mal tiempo todo provincia  desde vialidad recomendamos transitar con suma precaucion toda red vial entrerriana   \U0001f6a6 respetar  medidasdeseguridad  señalesdetransito  lluvias  maltiempo  calzadaresbaladizas  entrerios  ;1
lluvia culiadaaa dejame salir fumar porro plazaaa ;1
tremenda lluvia como no levantarse todo dia ;1
dormir con lluvia  gt  gt  gt  gt  gt  gt  gt  gt  gt  gt  ;1
le mande msj lucifer active sabado no mambee lluvia loco respondio  \U0001f602 ;0
son      am con novia estamos despiertas perra tiene miedo tormentas insoportable lpm ;1
supuestamente noche hay tormenta nuevo fv salgo ver si cae rayo ahre ;0
adentro llueve parace nunca va parar     ;1
querida lluvia  si quiero volar  cojo avion  gracias  ;0
 con razon tormenta ;0
un calor volado cae granizo  \U0001f937 ;1
siesta con lluvia  mates compañia  \U0001f63b \U0001f924 ;1
extraño estes conmigo cada lluvia  eras quien estaba hasta final cada tormenta calmandome   m  ;0
 aca supuestamente mañana llueve ;0
se largo lluvia cuando estaba lavando dos autos  \U0001f62b \U0001f62b ;1
quiero ir gimnasio lluvia puta no ;1
ya podria ir cortando tema lluvia eh   ;1
esta lluvia bien chevere ;1
muy manija salir con lluvia  ;1
alta tormenta largo    ;1
y pronto desato gran tormenta mar  modo olas cubrian barca  pero jesus estaba dormido   ;0
lluvia  \U0001f450 ;1
maldita lluvia  ;1
 clima hoy  rosario alrededores atencion  \u26a0  probabilidad lluvias aisladas chaparrones  \U0001f327   ;1
 ensima dan hasta viernes lluvia  \U0001f620 ;0
retiro dicho estar barandas viendo rayos    ese fue muy fuerte  \U0001f605 ;0
      va ver lluvia estrellas alguien quiera ver conmigo   ;0
como sigue tiempo san francisco  termica paso    grados hoy hoy maxima fue      grados nuestra ciudad sensacion termica alcanzo      grados  llega lluvia   ;1
lluvia rap ;1
prometi no ser igual mama cuando sea grande aca estoy   bocha fue rafaela yo  tene cuidado tormenta  \U0001f629 \U0001f926 \U0001f3fb \u200d \u2640 \U0001f97a calmate natacha tiene    años ;0
mucha sol lluvia  querido   ;1
lluvia  \U0001f499 ;1
hola  queres venir comer tortas fritas tomar mates mientras miramos como llueve  enviar ;0
 siempre queres salir rollers llueve  vida no quiere hagas  ;0
dios todos mis prejuicios hacia tinchos hecho persona  esos comentarios  esa forma hablar provoca ganas encadenarlo semaforo rayo sol  ese pelo mugroso  esa impunidad ser  \u201chijo \u201d  ese  no trabajo rrpp    no era criatura mitologica  existe  ;0
esta lluvia mierda no suelta ni comida  ni cama  \U0001f62a ;1
che muy linda lluvia  pero hasta cuandooo    ;1
no puedo dormir porque regalaron atado lucky mentolados mis fav tormenta hermosamente magestuosa no puedo dejar apreciarla mientras fumo  ;1
esos truenos  \U0001f60d  \U0001f60d ;1
hoy nos esperaba alto dia con familia lloviendo  entienden fui after volver temprano no hay ni rayo sol lpm ;1
parece bs as llueve ;1
solo esperare cielo lluvia sol ;0
se viene tormenta  lluvias  vientos granizo espera entre rios  sumate siguente link seguir videos fotos   ;1
no piensa parar lluvia khe ;1
que llueva asi hago maraton harry potter  no niengo ni afirmo hare igual si no llueve   ;0
lpm lindo dormir escuchando lluvia ;1
que linnnnda lluvia  \U0001f60d ;1
ahora lluvia torrencial parana caida granizo impresionante   ;1
cayo rayo     metros ni tiempo darme cuenta dio  ;1
me desperte con terrible lluvia   pense  si no hubiese dejado ecologia conservacion tendria levantar  di vuelta dormi hasta     nunca senti tan orgullosa  ;1
se entrenaa  suerte tenemos gym si llueve  \U0001f499 \u26bd ;0
  lluvia amea ;0
tres muertos choque general cabrera  dos heridos graves rio cuarto  granizo      am  anticipa posible salida dova  agenda viernes arranco muy fuerte  ;1
hasta lluvia estrellas boludeo ;0
si llueve porque dios hace llueva   ;0
queres vaya dormimos siesta con lluvia  enviarr ;1
hermoso dormir con lluvia fondo   \U0001f5a4 ;1
  cuando escuches truenos no asustes noo ;0
adivinen quien sigue sin ir trabajo llueve ;1
 acuerdan sabado hace unas semanas atras pronostico lluvia sol suspendieron estudiantes vs nob ;0
 pronostico  rosario lluvias  cielo algo parcialmente nublado  vientos noroeste  max     \  min     \  ;1
guacho esos truenos  porque no dormi antes  \U0001f926 ;1
 benavidez vientos fortisimos lluvia  \u2614  fin año ;1
jamas vida habia visto cielo verde despues rojo tormenta  \u2608 \U0001f329 ;1
no voy negar lluvia hermosa pero hacia dos dias hacia calor habia sol   necesito maaaaaas eso ;1
a contra con menos posesion nos gano betis  todavia recuerdo cuando goleamos rayo e hicieron escandalo porque tuvimos menos posesion rival     \U0001f643 ;0
suspiraban mismo dos hoy partes lluvia lejos ;0
fui buscar caminando papel anticonceptivas debajo lluvia  empape arriba abajo cuando llegue dijeron habia vencido plan no dieron yo vida descripcion grafica ;1
la vez queria ir rosario comprarme ropa  llueve  \U0001f644 \U0001f926 \U0001f3fb \u200d \u2640  ;1
bueno emosido engañado vez mas lluvia  ;1
sere tan cara orto nadie escribe wsp no manda audio viralizo supuesto tornado  siempre fracasando   \U0001f602 \U0001f602 \U0001f602 \U0001f602 \U0001f602 \U0001f602  igual hablando serio no necesito nadie escriba   ;0
 empezo hacer mas calor menos lluvias  \U0001f606 ;0
no vengo nunca paz  vengo exclusivamente salir llueve ;1
tendra cielo color    no estes solo lluvia  no entregues favor  ;1
linda lluvia estar esperando novia afuera casa ;1
q hermosa lluvia lpm ;1
mira si pagas  k ir lolla  estan red hot justo ese dia cancela lluvia   cortate ahorta con cuchara tenedor forro ;0
que lindo lluvia no cursar  voy permitir dormir siesta estudiar toque ;1
viajar con granizo  lluvia torrencial sin luz no era parte plan  \U0001f914 ;1
que hermosa lluvia lpm ;1
le dije mama mañana pasado estaba lluvia estrellas no tenia nadie verla primero dijo fue  bueno invitate alguien pero igual dan lluvia asi no   no dio cuenta  alguien  era pibe  \U0001f644 \U0001f926 \u200d \u2640  ;0
